Title,Composer,Key,Rhythm,Time Signature,Section,Measure,Chord Index,Chord,Year
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,7,7,Gm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,0,8,Gm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,1,9,C7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,2,10,Fmaj7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,3,11,Fmaj7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,4,12,Fm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,5,13,Bb7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,6,14,Ebmaj7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,B,7,15,Ebmaj7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,0,16,Em7b5,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,1,17,Ebm6,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,2,18,Dm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,2,19,G7#9,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,3,20,Gm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,3,21,C7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,4,22,Fmaj7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,5,23,Dm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,6,24,Gm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,C,7,25,C7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,0,26,B7alt,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,1,27,B7alt,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,2,28,Em7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,3,29,Em7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,4,30,Cm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,5,31,Cm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,6,32,Gm7,1968
Eiderdown,Steve Swallow,Gmin,Medium Swing,4/4,A,7,33,Gm7,1968
Eighty One,Ron Carter,F,Even 8ths,4/4,,0,0,F7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,1,1,Bb7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,2,2,F7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,3,3,F7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,4,4,Bb7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,5,5,Bb7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,6,6,F7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,7,7,F7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,8,8,C7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,9,9,Bb7sus,1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,10,10,F7sus(Dbmaj7#11),1965
Eighty One,Ron Carter,F,Even 8ths,4/4,,11,11,F7sus(Dbmaj7#11),1965
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,0,0,D7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,0,1,(Ab7),1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,1,2,G7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,2,3,C7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,3,4,C7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,4,5,Cm7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,4,6,(Gb7),1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,5,7,F7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,6,8,Bb7sus,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,7,9,Bb7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,0,10,Ebmaj7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,1,11,Am7b5,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,1,12,D7b9,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,2,13,Dm7b5,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,3,14,G7b9,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,4,15,C7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,5,16,C7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,6,17,Cm7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,7,18,F7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,B,7,19,Eb7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,0,20,D7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,0,21,(Ab7),1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,1,22,G7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,2,23,C7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,3,24,C7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,4,25,Cm7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,4,26,(Gb7),1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,5,27,F7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,6,28,Bb7sus,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,A,7,29,Bb7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,0,30,Ebmaj7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,1,31,Am7b5,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,1,32,D7b9,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,2,33,Dm7b5,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,3,34,G7b9,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,4,35,C7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,5,36,F7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,6,37,Bb6,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,7,38,F7,1985
El Cajon,Johnny Mandel,Bb,Bossa Nova,4/4,C,7,39,Eb7,1985
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,0,0,Fmaj7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,1,1,Ebmaj7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,2,2,Dm7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,2,3,Bb7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,3,4,B7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,3,5,E7#5#9,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,4,6,Fm7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,5,7,Gbmaj7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,6,8,Fm7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,7,9,Gbmaj7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,7,10,Ebmaj7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,8,11,Ebmaj7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,9,12,Ebmaj7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,10,13,Cm7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,11,14,Dm7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,11,15,G7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,12,16,Cm7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,13,17,Dm7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,13,18,Em7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,14,19,Em7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,15,20,Em7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,16,21,Em7,1965
El Gaucho,Wayne Shorter,F,Bossa Nova,4/4,,17,22,Em7,1965
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,0,0,Cm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,1,1,F7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,2,2,Bbmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,2,3,Ebmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,3,4,Dm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,3,5,Db7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,4,6,Cm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,4,7,G7b9,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,5,8,Cm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,5,9,F7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,6,10,Bbmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,7,11,Dm7b5,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,7,12,Db7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,8,13,Bbmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,9,14,Fm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,9,15,Bb7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,0,16,Ebmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,1,17,Ebm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,2,18,Bbmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,3,19,Am7b5,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,3,20,D7b9,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,4,21,Gm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,5,22,C7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,6,23,Cm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,B,7,24,F7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,0,25,Cm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,1,26,F7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,2,27,Bbmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,2,28,Ebmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,3,29,Dm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,3,30,Db7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,4,31,Cm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,4,32,G7b9,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,5,33,Cm7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,5,34,F7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,6,35,Bbmaj7,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,7,36,Dm7b5,1949
Elora,J.J. Johnson,Bb,Medium Swing,4/4,A,7,37,Db7,1949
Embraceable You,George Gershwin,G,Ballad,4/4,A,0,0,Gmaj7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,1,1,Bb07,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,2,2,Am7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,3,3,D7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,4,4,Am7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,5,5,Cm6,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,6,6,Gmaj7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,7,7,F#m7b5,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,7,8,B7b9,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,0,9,Em,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,0,10,Em/D,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,1,11,C#m7b5,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,1,12,F#7#5,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,2,13,Bm7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,3,14,Em7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,3,15,A7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,4,16,Dmaj7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,4,17,Bm7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,5,18,Em7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,5,19,A7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,6,20,Am7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,B,7,21,D7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,0,22,Gmaj7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,1,23,Bb07,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,2,24,Am7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,3,25,D7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,4,26,Am7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,5,27,Cm6,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,6,28,Gmaj7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,7,29,Dm7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,A,7,30,G7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,0,31,Cmaj7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,1,32,F#m7b5,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,1,33,B7b9,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,2,34,Em7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,2,35,Em7/D,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,3,36,C#m7b5,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,3,37,Cm6,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,4,38,Bm7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,4,39,E7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,5,40,Am7b5,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,5,41,D7b9,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,6,42,Gmaj7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,7,43,Am7,1930
Embraceable You,George Gershwin,G,Ballad,4/4,C,7,44,D7,1930
Emily,Johnny Mandel,G,Waltz,3/4,A,0,0,Gmaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,1,1,Em7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,2,2,Am7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,3,3,D7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,4,4,Gmaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,5,5,G7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,6,6,Cmaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,7,7,F7,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,0,8,Emaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,1,9,C#m7,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,2,10,F#m7,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,3,11,B7b9,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,4,12,Em7,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,5,13,A7,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,6,14,Am7,1964
Emily,Johnny Mandel,G,Waltz,3/4,B,7,15,D7#5,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,0,16,Gmaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,1,17,Em7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,2,18,Am7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,3,19,D7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,4,20,Gmaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,5,21,G7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,6,22,Cmaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,A,7,23,B7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,0,24,Em7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,1,25,F#7b13,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,2,26,Bm7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,3,27,E7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,4,28,Am7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,5,29,D7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,6,30,Bm7b5,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,7,31,E7b9,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,8,32,C#m7b5,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,9,33,Cm6,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,10,34,Bm7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,11,35,E7b9,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,12,36,Am7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,13,37,D7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,14,38,Gmaj7,1964
Emily,Johnny Mandel,G,Waltz,3/4,C,15,39,D7,1964
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,0,0,Gm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,0,1,C7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,1,2,Fmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,2,3,Fm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,2,4,Bb7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,3,5,Ebmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,4,6,Ebm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,4,7,Ab7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,5,8,Ebm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,5,9,Ab7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,10,Dbmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,11,,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,12,Gm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,13,C7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,7,14,Fmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,0,15,Dm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,0,16,G7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,1,17,Dm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,1,18,G7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,2,19,Dm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,2,20,G7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,3,21,Dm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,3,22,G7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,4,23,Cmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,5,24,Am7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,5,25,D7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,6,26,Dm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,6,27,G7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,7,28,Gm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,B,7,29,C7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,0,30,Gm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,0,31,C7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,1,32,Fmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,2,33,Fm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,2,34,Bb7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,3,35,Ebmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,4,36,Ebm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,4,37,Ab7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,5,38,Ebm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,5,39,Ab7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,40,Dbmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,41,,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,42,Gm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,6,43,C7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,7,44,Cm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,A,7,45,F7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,0,46,Bbmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,1,47,Bbm6,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,1,48,Eb7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,2,49,Fmaj7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,3,50,Ab07,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,4,51,Gm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,4,52,F#07,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,5,53,Gm7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,5,54,C7,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,6,55,F6,1950
"End Of A Love Affair, The",Edward Redding,F,Ballad,4/4,C,7,56,F6,1950
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,0,0,Eb,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,0,1,Eb/D,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,1,2,Cm,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,1,3,C/Bb,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,2,4,Abmaj7,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,2,5,Eb/G,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,3,6,Bb/F,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,3,7,Eb,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,3,8,G7/D,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,3,9,,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,4,10,Cm,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,4,11,Cm/Bb,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,5,12,Abmaj7,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,5,13,Gm7,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,6,14,Csus,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,7,15,Csus,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,8,16,Abmaj7,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,9,17,Abmaj7,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,10,18,Eb/G,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,11,19,Cm7,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,12,20,Eb/Bb,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,13,21,Gadd9/B,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,14,22,Csus,1959
Epilogue,Bill Evans,Eb,Medium Swing,4/4,,15,23,Csus,1959
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,0,0,Db7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,0,1,D7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,1,2,Db7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,1,3,D7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,2,4,Db7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,2,5,D7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,3,6,Db7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,3,7,D7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,4,8,Eb7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,4,9,E7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,5,10,Eb7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,5,11,E7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,6,12,Eb7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,6,13,E7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,7,14,Eb7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,A,7,15,E7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,B,0,16,Eb7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,B,0,17,E7,1942
Epistrophy,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,4/4,B,1,18,Eb7,1942
