Title,Composer,Key,Rhythm,Time Signature,Section,Measure,Chord Index,Chord,Year
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,4,11,Bb7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,5,12,C6/E,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,5,13,Am7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,6,14,Dm7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,6,15,G7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,7,16,Em7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,7,17,A7b9,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,8,18,D7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,8,19,G7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,9,20,C6,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,9,21,,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,9,22,Gm7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,B,9,23,C7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,0,24,Fmaj7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,0,25,F#07,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,1,26,C6/G,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,1,27,A7b9,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,2,28,Dm7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,2,29,G7b9,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,3,30,Cmaj7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,4,31,Bm7b5,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,4,32,E7b9,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,5,33,Am7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,5,34,E7b9,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,6,35,Am7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,6,36,D7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,7,37,Dm7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,7,38,,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,7,39,Em7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,A,7,40,A7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,0,41,Dm7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,0,42,G7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,1,43,Em7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,1,44,A7b9,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,2,45,Dm7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,2,46,G7b9,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,3,47,Cmaj7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,3,48,,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,3,49,Gm7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,3,50,C7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,4,51,Fmaj7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,4,52,Bb7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,5,53,C6/E,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,5,54,Am7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,6,55,D7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,6,56,G7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,7,57,C6,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,7,58,,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,7,59,Em7,1930
You Are Too Beautiful,Richard Rodgers,,Ballad,4/4,,7,60,A7,1930
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,0,0,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,0,1,Bb7#5,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,1,2,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,1,3,E07,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,2,4,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,2,5,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,3,6,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,3,7,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,4,8,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,4,9,Bb7#5,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,5,10,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,5,11,E07,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,6,12,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,6,13,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,7,14,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,A,7,15,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,0,16,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,0,17,E07,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,1,18,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,1,19,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,2,20,Eb,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,2,21,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,2,22,Gm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,2,23,Ab,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,3,24,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,3,25,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,4,26,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,4,27,E07,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,5,28,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,5,29,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,6,30,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,6,31,F7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,7,32,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,B,7,33,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,0,34,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,0,35,Bb7#5,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,1,36,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,1,37,E07,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,2,38,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,2,39,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,3,40,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,3,41,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,4,42,Ebmaj7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,4,43,C7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,5,44,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,5,45,Bb7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,6,46,Eb6,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,7,47,Fm7,1947
You Better Go Now,Reichner-Graham,Eb,Medium Swing,4/4,C,7,48,Bb7,1947
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,0,0,Bb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,1,1,Bb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,2,2,Bb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,3,3,Bb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,4,4,Eb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,5,5,Eb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,6,6,Eb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,7,7,Eb7,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,8,8,Bb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,9,9,Bb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,10,10,Ab13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,11,11,G7#5,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,12,12,Cm9,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,13,13,F13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,14,14,Bb13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,15,15,F13,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,16,16,Bb7,1946
You Better Leave It Alone,Clifford Jordan,Bb,Medium Up Swing,4/4,,17,17,Bb7,1946
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,0,0,Bbm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,1,1,Eb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,2,2,Ab7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,2,3,G7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,3,4,Gb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,3,5,F7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,4,6,Bb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,5,7,Eb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,6,8,Ab6,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,6,9,F7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,7,10,Bbm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,7,11,Eb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,8,12,Ab6,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,9,13,Gm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,9,14,C7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,0,15,Fm,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,0,16,Fm/maj7/E,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,1,17,Fm7/Eb,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,1,18,Dm7b5,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,2,19,Db7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,2,20,C7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,3,21,Fm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,3,22,Bb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,4,23,Ebmaj7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,4,24,Bb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,5,25,Ebmaj7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,5,26,E07,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,6,27,Fm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,6,28,Bb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,7,29,Bbm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,B,7,30,Eb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,0,31,Bbm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,1,32,Eb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,2,33,Ab7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,2,34,G7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,3,35,Gb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,3,36,F7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,4,37,Bb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,5,38,Eb7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,6,39,Ab6,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,6,40,F7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,7,41,Bbm7,1930
You Brought A New Kind Of Love To Me,Fain-Kaval-Norman,Ab,Medium Swing,4/4,A,7,42,Eb7,1930
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,0,0,Gm7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,1,1,C7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,2,2,Fmaj7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,3,3,Am7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,3,4,Ab07,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,4,5,Gm7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,5,6,C7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,6,7,F6,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,7,8,Am7b5,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,7,9,D7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,8,10,F6,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,9,11,F6,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,0,12,Cm7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,1,13,F7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,2,14,Bb6,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,3,15,Bb6,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,4,16,G7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,5,17,G7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,6,18,Gm7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,B,7,19,C7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,0,20,Gm7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,1,21,C7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,2,22,Fmaj7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,3,23,Am7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,3,24,Ab07,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,4,25,Gm7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,5,26,C7,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,6,27,F6,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,7,28,Am7b5,1939
You Can Depend On Me,Carpenter-Dunlap-Hines,F,Medium Up Swing,4/4,A,7,29,D7,1939
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,0,0,Eb6,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,1,1,D7(Bb7#5),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,2,2,Eb6,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,3,3,Eb6(Fm7),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,3,4,(Bb7),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,4,5,Eb6,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,5,6,Gm7(Eb6),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,5,7,C7b9(E07),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,6,8,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,7,9,Bb7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,8,10,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,9,11,C7b9(E07),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,10,12,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,11,13,C7b9,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,12,14,F7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,13,15,F7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,14,16,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,A,15,17,Bb7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,0,18,Gm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,1,19,Gb07,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,2,20,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,3,21,E07,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,4,22,F#m7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,4,23,B7(B6/D#),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,5,24,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,5,25,Bb7(Bb7/D),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,6,26,F#m7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,6,27,B7(Ab6/C),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,7,28,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,B,7,29,Bb7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,0,30,Eb6,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,1,31,D7(Bb7#5),1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,2,32,Eb6,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,3,33,Gm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,3,34,C7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,4,35,F7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,5,36,Bb7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,6,37,Eb6,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,7,38,Fm7,1931
You Do Something To Me,Cole Porter,Eb,Medium Up Swing,4/4,C,7,39,Bb7,1931
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,0,0,Fm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,1,1,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,1,2,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,2,3,Fm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,2,4,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,3,5,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,4,6,Gm7b5,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,4,7,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,8,Fm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,9,E7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,10,Ebm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,11,D7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,6,12,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,7,13,Gm7b5,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,7,14,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,8,15,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,8,16,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,9,17,Fm6,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,0,18,Bbm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,0,19,Eb7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,1,20,Abmaj7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,2,21,Bbm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,2,22,Eb7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,3,23,Abmaj7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,4,24,Dm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,4,25,G7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,5,26,Cmaj7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,6,27,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,B,7,28,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,0,29,Fm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,1,30,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,1,31,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,2,32,Fm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,2,33,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,3,34,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,4,35,Gm7b5,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,4,36,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,37,Fm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,38,E7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,39,Ebm7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,5,40,D7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,6,41,Db7,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,6,42,C7b9,1941
You Don't Know What Love Is,Raye-DePaul,Fmin,Ballad,4/4,A,7,43,Fm6,1941
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,0,0,Ebmaj7,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,0,1,Gm7,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,1,2,Abm7,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,1,3,Db7,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,2,4,Gbmaj7,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,3,5,Fm7b5,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,3,6,Bb7b13,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,4,7,Ebm7,1930
You Go To My Head,Fred Coots,Eb,Ballad,4/4,A,4,8,Cm7b5,1930
